,participant,task,trial,choice,reward,stimulus_0,stimulus_1,validities,item_type,tier
1481,15,0,41,0,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
1482,15,0,42,0,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
1483,15,0,43,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
1484,15,0,44,1,0,[0 0 1 1],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
1485,15,0,45,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
1486,15,0,46,1,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
1487,15,0,47,1,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
1488,15,0,48,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
1489,15,0,49,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
1490,15,0,50,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
1491,15,0,51,0,0,[0 1 0 0],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
1492,15,0,52,0,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
1493,15,0,53,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
1494,15,0,54,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
1495,15,0,55,1,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
1496,15,0,56,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
1497,15,0,57,1,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
1498,15,0,58,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
1499,15,0,59,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
1500,15,0,60,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
1501,15,0,61,0,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,0.0
1502,15,0,62,0,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
1503,15,0,63,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
1504,15,0,64,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
1505,15,0,65,1,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
1506,15,0,66,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
1507,15,0,67,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
1508,15,0,68,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
1509,15,0,69,1,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
1510,15,0,70,0,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
1511,15,0,71,1,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
1512,15,0,72,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
1513,15,0,73,0,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
1514,15,0,74,0,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,0.0
1515,15,0,75,0,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
1516,15,0,76,1,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
1517,15,0,77,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
1518,15,0,78,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,0.0
1519,15,0,79,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
1520,15,0,80,1,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
1521,15,0,81,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
1522,15,0,82,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
1523,15,0,83,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
1524,15,0,84,1,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
1525,15,0,85,1,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
1526,15,0,86,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
1527,15,0,87,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
1528,15,0,88,1,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
1529,15,0,89,1,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
1530,15,0,90,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
1531,15,0,91,0,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
1532,15,0,92,0,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
1533,15,0,93,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
1534,15,0,94,0,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
1535,15,0,95,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
1536,16,0,0,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
1537,16,0,1,1,0,[0 0 1 1],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
1538,16,0,2,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
1539,16,0,3,1,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,0.0
1540,16,0,4,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
1541,16,0,5,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
1542,16,0,6,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
1543,16,0,7,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
1544,16,0,8,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
1545,16,0,9,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
1546,16,0,10,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
1547,16,0,11,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
1548,16,0,12,1,0,[0 1 0 0],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
1549,16,0,13,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
1550,16,0,14,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
1551,16,0,15,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
1552,16,0,16,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
1553,16,0,17,1,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,0.0
1554,16,0,18,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
1555,16,0,19,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
1556,16,0,20,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
1557,16,0,21,0,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
1558,16,0,22,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
1559,16,0,23,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
1560,16,0,24,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
1561,16,0,25,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
1562,16,0,26,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
1563,16,0,27,0,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
1564,16,0,28,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
1565,16,0,29,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
1566,16,0,30,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
1567,16,0,31,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
1568,16,0,32,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
1569,16,0,33,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
1570,16,0,34,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
1571,16,0,35,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
1572,16,0,36,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
1573,16,0,37,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
1574,16,0,38,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
1575,16,0,39,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
1576,16,0,40,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
1577,16,0,41,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
1578,16,0,42,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
1579,16,0,43,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,0.0
1580,16,0,44,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
1581,16,0,45,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
1582,16,0,46,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
1583,16,0,47,1,0,[0 0 1 1],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
1584,16,0,48,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
1585,16,0,49,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
1586,16,0,50,1,0,[0 1 0 0],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
1587,16,0,51,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
1588,16,0,52,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
1589,16,0,53,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
1590,16,0,54,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
1591,16,0,55,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,0.0
1592,16,0,56,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
1593,16,0,57,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
1594,16,0,58,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
1595,16,0,59,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
1596,16,0,60,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
1597,16,0,61,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
1598,16,0,62,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
1599,16,0,63,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
1600,16,0,64,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
1601,16,0,65,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
1602,16,0,66,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
1603,16,0,67,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
1604,16,0,68,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
1605,16,0,69,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
1606,16,0,70,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
1607,16,0,71,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
1608,16,0,72,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
1609,16,0,73,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
1610,16,0,74,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
1611,16,0,75,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
1612,16,0,76,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
1613,16,0,77,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
1614,16,0,78,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
1615,16,0,79,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
1616,16,0,80,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
1617,16,0,81,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
1618,16,0,82,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
1619,16,0,83,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
1620,16,0,84,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
1621,16,0,85,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
1622,16,0,86,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
1623,16,0,87,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
1624,16,0,88,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
1625,16,0,89,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
1626,16,0,90,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
1627,16,0,91,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
1628,16,0,92,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
1629,16,0,93,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
1630,16,0,94,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
1631,16,0,95,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
1632,17,0,0,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,1.0
1633,17,0,1,1,0,[0 1 0 0],[1 1 1 1],[0.9 0.8 0.7 0.6],4,1.0
1634,17,0,2,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,1.0
1635,17,0,3,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,1.0
1636,17,0,4,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,1.0
1637,17,0,5,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,1.0
1638,17,0,6,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,1.0
1639,17,0,7,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,1.0
1640,17,0,8,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,1.0
1641,17,0,9,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,1.0
1642,17,0,10,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,1.0
1643,17,0,11,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,1.0
1644,17,0,12,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,1.0
1645,17,0,13,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,1.0
1646,17,0,14,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,1.0
1647,17,0,15,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,1.0
1648,17,0,16,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,1.0
1649,17,0,17,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,1.0
1650,17,0,18,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,1.0
1651,17,0,19,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,1.0
1652,17,0,20,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,1.0
1653,17,0,21,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,1.0
1654,17,0,22,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,1.0
1655,17,0,23,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,1.0
1656,17,0,24,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,1.0
1657,17,0,25,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,1.0
1658,17,0,26,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,1.0
1659,17,0,27,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,1.0
1660,17,0,28,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,1.0
1661,17,0,29,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,1.0
1662,17,0,30,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,1.0
1663,17,0,31,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,1.0
1664,17,0,32,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,1.0
1665,17,0,33,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,1.0
1666,17,0,34,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,1.0
1667,17,0,35,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,1.0
1668,17,0,36,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,1.0
1669,17,0,37,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,1.0
1670,17,0,38,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,1.0
1671,17,0,39,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,1.0
1672,17,0,40,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,1.0
1673,17,0,41,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,1.0
1674,17,0,42,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,1.0
1675,17,0,43,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,1.0
1676,17,0,44,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,1.0
1677,17,0,45,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,1.0
1678,17,0,46,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,1.0
1679,17,0,47,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,1.0
1680,17,0,48,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,1.0
1681,17,0,49,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,1.0
1682,17,0,50,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,1.0
1683,17,0,51,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,1.0
1684,17,0,52,1,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,1.0
1685,17,0,53,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,1.0
1686,17,0,54,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,1.0
1687,17,0,55,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,1.0
1688,17,0,56,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,1.0
1689,17,0,57,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,1.0
1690,17,0,58,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,1.0
1691,17,0,59,1,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,1.0
1692,17,0,60,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,1.0
1693,17,0,61,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,1.0
1694,17,0,62,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,1.0
1695,17,0,63,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,1.0
1696,17,0,64,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,1.0
1697,17,0,65,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,1.0
1698,17,0,66,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,1.0
1699,17,0,67,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,1.0
1700,17,0,68,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,1.0
1701,17,0,69,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,1.0
1702,17,0,70,1,0,[0 0 1 1],[1 1 1 1],[0.9 0.8 0.7 0.6],4,1.0
1703,17,0,71,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,1.0
1704,17,0,72,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,1.0
1705,17,0,73,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,1.0
1706,17,0,74,1,0,[0 1 0 0],[1 1 1 1],[0.9 0.8 0.7 0.6],4,1.0
1707,17,0,75,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,1.0
1708,17,0,76,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,1.0
1709,17,0,77,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,1.0
1710,17,0,78,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,1.0
1711,17,0,79,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,1.0
1712,17,0,80,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,1.0
1713,17,0,81,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,1.0
1714,17,0,82,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,1.0
1715,17,0,83,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,1.0
1716,17,0,84,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,1.0
1717,17,0,85,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,1.0
1718,17,0,86,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,1.0
1719,17,0,87,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,1.0
1720,17,0,88,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,1.0
1721,17,0,89,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,1.0
1722,17,0,90,1,0,[0 0 1 1],[1 1 1 1],[0.9 0.8 0.7 0.6],4,1.0
1723,17,0,91,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,1.0
1724,17,0,92,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,1.0
1725,17,0,93,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,1.0
1726,17,0,94,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,1.0
1727,17,0,95,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,1.0
1728,18,0,0,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
1729,18,0,1,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
1730,18,0,2,1,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
1731,18,0,3,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
1732,18,0,4,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
1733,18,0,5,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
1734,18,0,6,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
1735,18,0,7,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
1736,18,0,8,0,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
1737,18,0,9,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
1738,18,0,10,1,0,[0 0 1 1],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
